GiniIncomeClass,GiniSendClass,GiniIncomeValue,GiniSendValue,totNumTransaction,inNumTransaction,outNumTransaction,paying,paid,numberAddressesPaidAfterTheyPaid,lifeAddress,activityDay,frequentUse,moreTransaction,inPerCent,mediaIncomeV,mediaSendV,devStandardIncomeV,devStandardSendV,varianzaSendV,varianzaIncomeV,totalSendBTC,totalIncomeBTC,totalSendUSD,totalIncomeUSD,maxNumTransRec,maxDiffDay,minResponsiveness,avgResponsiveness,maxResponsiveness,rangoCluster,type
98.79,99.18,95.35,94.40,27446,20010,7436,16984,7415,149,2532,2337,VERO,VERO,72.91,1180385920.00,3176486400.00,44511013398.97,78721616020.57,6196933400000000000000.00,6200361000000000000000.00,23620884843249,23620944735271,694444.78,427957.23,296,4800000000000,0.00,2210.00,602381.00,579,N
95.49,72.00,41.85,50.34,29,24,5,23,5,0,736,307,FALSO,FALSO,82.76,450207776.00,2160997630.00,340916940.74,2064638405.24,4262731810000000000.00,7189533900000000000.00,10804988013,10804988013,1864.97,208.50,3,5802000000,171174.00,5375195.00,13300067.00,1,N
35.11,78.00,80.15,78.73,40,30,10,25,11,2,83,14,FALSO,FALSO,75.00,14733333.00,44200000.00,33435442.59,89927526.38,8086960599999999.00,8955242000000000.00,442000000,442000000,4.35,4.12,24,300000000,0.00,59450.00,295147.00,4,N
91.30,87.60,44.40,37.45,158,147,11,35,11,0,37,36,FALSO,VERO,93.04,20292518.00,271181856.00,37868589.92,186678536.62,34848877200000000.00,97794318000000000.00,2983000000,2983000000,368.60,351.05,10,471000000,0.00,26656.00,231478.00,13,N
74.56,96.35,79.98,65.11,1470,1411,59,1394,70,4,1572,1540,VERO,VERO,95.99,79765360.00,1907608190.00,424465372.46,3071820148.27,9436079000000000000.00,12777087000000000000.00,112548891551,112549617527,18955.14,6661.92,333,17145000000,0.00,290948.00,7896818.00,48,N
88.78,92.05,86.38,87.02,1988,1139,849,966,821,104,1115,768,VERO,VERO,57.29,124750016.00,167338960.00,861687979.47,1009434156.56,1018956660000000000.00,1020774290000000000.00,142070991733,142090291733,4010.56,2479.50,61,21920000000,0.00,21706.00,1007235.00,146,N
85.23,97.80,85.07,78.28,422,260,162,88,143,18,751,751,VERO,VERO,61.61,14219550.00,22821298.00,42400819.87,60688311.01,3683068670000000.00,3757061830000000.00,3697050123,3697083132,878.61,665.94,90,601005273,0.00,36426.00,1954117.00,100,N
99.11,99.09,85.04,87.26,1430,824,606,436,459,4,336,224,FALSO,VERO,57.62,1051794500.00,1430162560.00,3200737375.74,4769783333.54,22750813000000000000.00,22894011000000000000.00,866678000000,866678000000,19795.05,10681.75,25,54132000000,0.00,9599.00,321792.00,27,N
97.57,95.20,72.05,40.22,94,67,27,66,34,3,2196,2191,FALSO,FALSO,71.28,373450656.00,926710910.00,587227495.29,658971730.34,434243768000000000.00,740340760000000000.00,25021195000,25021195000,47726.55,2070.99,7,3602000000,0.00,405340.00,1921600.00,13,N
93.32,90.22,80.24,64.64,148,118,30,76,11,0,52,40,FALSO,VERO,79.73,41805424.00,164434736.00,121025420.59,256441600.43,65762310000000000.00,80800215000000000.00,4933042235,4933042235,341.74,239.79,16,1008000000,0.00,16703.00,140238.00,6,N
97.01,75.00,52.26,42.42,61,57,4,57,6,0,1151,1151,FALSO,FALSO,93.44,168894768.00,1736249980.00,176864667.06,1601377249.37,2564409110000000000.00,5021011100000000000.00,6945000000,9627000001,1026.81,1409.94,4,4390000000,7318.00,15102.00,32599.00,5,N
98.16,98.43,58.82,62.60,2097,1934,163,1483,84,4,1696,1319,FALSO,VERO,92.23,34819692.00,413137824.00,97979180.64,601205282.98,361447680000000000.00,504572277000000000.00,67341458006,67341458006,19627.67,14913.66,17,4900800000,0.00,283324.00,42059306.00,111,N
98.75,95.73,64.28,71.19,1063,997,66,924,43,1,1236,1227,FALSO,VERO,93.79,58464340.00,883162560.00,162949329.14,1746201259.68,3049219250000000000.00,3729347180000000000.00,58288760204,58289037512,29507.51,6682.98,3,10890508387,494.00,138169.00,3125962.00,44,N
91.74,72.00,53.01,12.33,27,22,5,22,7,0,56,44,FALSO,FALSO,81.48,37318180.00,159000000.00,43419085.99,35793854.22,1281200020000000.00,16087665400000000.00,795000000,821000000,117.27,139.80,4,170000000,0.00,42477.00,99263.00,2,N
92.75,84.38,38.87,35.67,41,33,8,33,12,0,30,25,FALSO,FALSO,80.49,64727264.00,189249984.00,46602947.45,160982724.23,25915437500000000.00,41421343000000000.00,1514000000,2136000000,249.93,355.17,5,600000000,270.00,29528.00,130277.00,5,N
89.80,98.44,36.74,57.96,537,471,66,430,55,0,801,629,FALSO,VERO,87.71,138748112.00,990158020.00,134984700.66,1255469678.73,1576204210000000000.00,2301103010000000000.00,65350416420,65350416420,9673.53,8809.21,4,6529751229,0.00,31011.00,478955.00,6,N
95.83,80.00,49.90,32.12,53,48,5,48,4,0,565,565,FALSO,FALSO,90.57,362280096.00,3475488770.00,485962386.58,2042039295.21,4169924790000000000.00,13861995000000000000.00,17377445527,17389445527,3275.75,2449.70,4,6977445527,118143.00,993330.00,3502331.00,5,N
95.22,92.97,36.31,39.94,183,167,16,101,16,1,153,150,FALSO,VERO,91.26,37691012.00,393400000.00,39574671.45,293458335.52,86117797000000000.00,212646666000000000.00,6294400000,6294400000,472.21,605.67,4,1701400000,0.00,30844.00,96121.00,8,N
65.04,88.89,40.69,72.01,133,124,9,116,15,0,2215,2215,FALSO,VERO,93.23,1714960.10,17245672.00,4127995.13,31980980.30,1022783110000000.00,1263986060000000.00,155211041,212655015,1308.38,495.44,3,105133962,975.00,7520118.00,24774238.00,4,N
92.50,94.79,86.97,82.92,64,40,24,40,37,1,417,241,FALSO,FALSO,62.50,306932512.00,511554208.00,1131251407.53,1565991452.67,2452328470000000000.00,2494198700000000000.00,12277300000,12277300000,280.63,761.44,7,7848000000,0.00,707873.00,8780360.00,7,N
81.81,0.00,53.00,0.00,30,29,1,29,1,0,83,83,FALSO,FALSO,96.67,5793103.50,6000000.00,8895482.34,0.00,0.00,42806161000.00,6000000,168000000,0.00,27.12,2,1000000,1784.00,1784.00,1784.00,1,N
96.75,92.19,47.44,66.66,92,76,16,74,14,0,1205,1200,FALSO,FALSO,82.61,67224616.00,319310624.00,63330515.92,440077781.40,193668425000000000.00,257215782000000000.00,5108969935,5109069935,2851.02,721.99,4,1396000000,10122.00,1351378.00,9413297.00,12,N
97.48,80.00,76.01,70.78,76,71,5,42,5,0,970,970,FALSO,FALSO,93.42,33884008.00,481106240.00,67892004.38,778882180.09,606657460000000000.00,806665230000000000.00,2405531034,2405765034,9134.78,240.55,2,2030000000,129117.00,20176812.00,60155637.00,6,N
95.28,95.12,36.23,27.22,82,50,32,50,30,12,66,61,FALSO,FALSO,60.98,117358360.00,183372480.00,77076745.39,102840684.63,10576206600000000.00,14934061900000000.00,5867918320,5867918320,808.80,760.36,3,654000000,117.00,52132.00,211911.00,22,N
96.86,95.87,11.79,33.72,133,100,33,32,32,0,853,564,FALSO,VERO,75.19,97494384.00,295437568.00,29135228.02,211141908.33,44580902000000000.00,83762394000000000.00,9749439652,9749439652,1255.62,1180.09,2,1121101839,2716.00,230604.00,3670641.00,12,N
97.30,50.00,36.73,1.55,41,39,2,39,2,0,1199,684,FALSO,FALSO,95.12,49737360.00,969878020.00,34397183.86,30121952.00,907331970000000.00,847566230000000000.00,1939756075,1939757075,3200.60,286.58,2,1000000000,454436.00,25219974.00,49985512.00,3,N
98.15,92.44,77.08,75.94,87,72,15,63,20,1,41,40,FALSO,FALSO,82.76,446736096.00,2144333180.00,2187840685.27,4570728609.98,20891559000000000000.00,23773400000000000000.00,32165000000,32165000000,1498.65,829.75,5,2929000000,1881.00,16162.00,54799.00,12,N
97.92,90.28,55.83,72.81,60,48,12,48,15,3,1346,534,FALSO,FALSO,80.00,78907160.00,315628000.00,158421584.56,610841676.89,373127552000000000.00,429164368000000000.00,3787536331,3787543950,900.04,609.15,2,2189450050,0.00,1286109.00,11597182.00,10,N
89.91,90.00,73.10,83.52,41,31,10,22,14,4,1816,1815,FALSO,FALSO,75.61,178770960.00,544190080.00,422737433.68,1327634630.87,1762613760000000000.00,1896144910000000000.00,5441900000,5541901000,733.14,365.64,3,4501000000,12902.00,5622946.00,25782363.00,8,N
98.04,50.00,19.37,6.14,53,51,2,49,3,0,281,280,FALSO,FALSO,96.23,3644203.20,92927176.00,1464504.26,11419680.00,130409090000000.00,8101858800000000.00,185854354,185854354,9.15,17.51,8,89691132,19204.00,10349601.00,20679999.00,2,N
25.85,56.00,61.22,52.39,26,21,5,21,5,0,456,408,FALSO,FALSO,80.77,127999928.00,527400000.00,358793360.06,613040839.45,375819053000000000.00,535339464000000000.00,2637000000,2688000000,225.69,651.15,1,1732000000,2519.00,10090450.00,30141031.00,1,N
95.41,80.00,16.86,53.49,57,52,5,4,1,0,9,8,FALSO,FALSO,91.23,66634616.00,693000000.00,22714811.20,774045501.62,599146360000000000.00,991480070000000000.00,3465000000,3465000000,291.69,275.91,9,1709000000,771.00,12032.00,16564.00,3,N
99.68,95.21,46.20,44.17,759,704,55,615,60,3,457,456,FALSO,VERO,92.75,153237904.00,1961445890.00,170424998.68,1976916863.50,3908199790000000000.00,7177819200000000000.00,107879520840,107879520840,5817.30,5785.75,39,33433792116,94.00,42380.00,547460.00,36,N
84.54,92.04,34.27,63.11,69,52,17,42,18,6,711,710,FALSO,FALSO,75.36,92041672.00,281539232.00,91967294.63,340382055.95,115859947000000000.00,151769284000000000.00,4786166951,4786166951,2035.15,1172.68,6,1000000000,0.00,1119596.00,3957106.00,12,N
95.07,83.33,17.96,61.97,93,87,6,41,5,0,2275,2274,FALSO,FALSO,93.55,84767704.00,1229131780.00,31193383.75,1543300400.98,2381776110000000000.00,3691345030000000000.00,7374790590,7374790590,548.51,926.35,5,4369530590,389.00,4514487.00,18002819.00,7,N
98.65,93.27,60.03,88.54,198,145,53,111,69,8,1771,1067,FALSO,VERO,73.23,215232336.00,588843070.00,306292670.31,2883437960.95,8314217200000000000.00,8453796900000000000.00,31208691853,31208691853,19852.57,7612.65,14,20961000000,307.00,1091057.00,10916175.00,17,N
96.53,98.90,53.04,64.91,616,516,100,277,120,9,2299,2296,FALSO,VERO,83.77,571150080.00,2947136510.00,731312272.61,4173545435.32,17418482000000000000.00,23063796000000000000.00,294713643922,294713643922,700974.95,500260.37,8,38504103808,0.00,469565.00,7008416.00,79,N
82.96,82.00,1.24,47.26,74,64,10,4,6,0,2226,2225,FALSO,FALSO,86.49,102326080.00,654886530.00,2898059.82,595244262.18,354315732000000000.00,659638940000000000.00,6548865903,6548865903,97912.00,952.22,2,1899000000,0.00,25926963.00,181127123.00,8,N
85.62,75.00,67.25,39.19,59,55,4,55,4,0,681,680,FALSO,FALSO,93.22,5204474.00,71561528.00,13359963.58,50443387.00,2544535390000000.00,6947794100000000.00,286246119,286246119,310.69,23.87,4,141240158,243576.00,6052324.00,11861072.00,5,N
98.10,98.75,80.85,84.24,2222,1356,866,764,905,28,556,360,VERO,VERO,61.03,973432320.00,1524217090.00,3813731035.25,6080656579.42,36974412000000000000.00,37277803000000000000.00,1319969734746,1319969734746,62253.80,28961.82,68,112591000000,0.00,16591.00,592677.00,112,N
96.81,96.57,83.77,100.00,164,133,31,107,46,4,2221,1846,FALSO,VERO,81.10,490551936.00,2104626300.00,2004331134.56,6047058054.95,36566910000000000000.00,39172147000000000000.00,65243411718,65243411718,50173.44,2874.21,44,25855000000,0.00,5596735.00,92574310.00,28,N
99.31,98.58,70.31,85.60,1410,1278,132,1228,65,2,534,295,VERO,VERO,90.64,271073632.00,2624485630.00,2206577978.25,8648524467.93,74796990000000000000.00,80335540000000000000.00,346432000000,346432000000,10268.81,12314.75,81,86501000000,0.00,29915.00,277471.00,19,N
98.43,95.14,63.24,73.98,138,114,24,86,20,5,700,551,FALSO,VERO,82.61,109361016.00,519464800.00,153524409.07,871791439.37,760020300000000000.00,928205520000000000.00,12467155252,12467155252,1248.52,1566.70,7,4290844990,0.00,104893.00,915616.00,18,N
97.44,85.71,72.87,49.17,46,39,7,23,8,0,1236,1179,FALSO,FALSO,84.78,4456592.00,24719700.00,14209892.38,22824617.23,520963125000000.00,931556800000000.00,173037902,173807047,924.20,990.86,2,54064504,67504.00,12964176.00,83910627.00,4,N
95.57,97.63,59.45,80.89,276,219,57,150,56,5,1224,1221,FALSO,VERO,79.35,52547060.00,201615232.00,217014271.50,679490416.28,461707198000000000.00,483928602000000000.00,11492068010,11507809009,2242.04,667.45,22,5000000000,0.00,858436.00,19152592.00,13,N
98.31,95.00,67.19,72.38,91,71,20,62,21,0,877,865,FALSO,FALSO,78.02,403352160.00,1431899900.00,988730011.60,2474983190.52,6125541500000000000.00,7183452000000000000.00,28638002884,28638002884,11484.89,7554.35,4,10572000000,880.00,693526.00,9075610.00,11,N
97.90,92.04,48.37,41.54,76,59,17,59,17,0,907,881,FALSO,FALSO,77.63,100988872.00,350490752.00,91432327.60,279652216.80,78205359000000000.00,140456546000000000.00,5958342454,5958342454,6591.96,926.01,5,740997201,0.00,4405441.00,70272105.00,6,N
94.51,97.49,85.28,82.89,852,681,171,449,292,7,2140,2024,FALSO,VERO,79.93,32434904.00,127569680.00,154864420.20,361717851.49,130839865000000000.00,139890375000000000.00,21814415506,22088214328,1400.04,1653.29,16,3000000000,0.00,71834.00,1789471.00,44,N
97.64,66.67,28.94,63.46,59,56,3,38,3,0,530,529,FALSO,FALSO,94.92,743392770.00,13876666400.00,385920025.82,18564329478.16,344634340000000000000.00,517117240000000000000.00,41630000000,41630000000,4289.87,3284.76,3,40129000000,113269.00,5472132.00,10830996.00,4,N
97.94,95.60,70.59,85.50,141,112,29,84,27,3,2148,2055,FALSO,VERO,79.43,78354352.00,302609888.00,196789099.04,827173000.13,684215230000000000.00,734505790000000000.00,8775687177,8775687180,2487.62,2790.46,3,3800000000,0.00,449090.00,3966233.00,22,N
99.65,98.30,61.99,66.70,565,493,72,148,97,7,2279,2279,FALSO,VERO,87.26,921559940.00,6182954500.00,1452871054.07,9675305763.44,93611540000000000000.00,121293795000000000000.00,445172709581,454329087233,905613.34,172790.52,4,100497534500,0.00,1027124.00,42177947.00,45,N
97.61,87.50,22.10,41.50,80,72,8,72,2,0,775,695,FALSO,FALSO,90.00,87875056.00,790875650.00,35153799.32,596708054.27,356060520000000000.00,850270280000000000.00,6327004918,6327004918,1930.02,394.42,6,1733000000,7496.00,812797.00,2322346.00,8,N
98.11,98.79,79.02,78.20,15817,10329,5488,8545,5251,57,1475,1065,VERO,VERO,65.30,169815456.00,319607424.00,760862166.20,1168665951.44,1365763870000000000.00,1388228680000000000.00,1753987138074,1753987723316,123440.43,109217.58,229,93941000000,0.00,3643.00,2625549.00,275,N
0.00,0.04,0.00,99.98,5137,1,5136,1,1,0,1,0,FALSO,VERO,0.02,1000000.00,194.70,0.00,13952.28,194676608.00,999805220000.00,1000000,1000000,0.00,0.00,1,0,0.00,0.00,0.00,1,N
97.74,98.61,70.37,71.86,627,353,274,272,445,115,1027,638,FALSO,VERO,56.30,144664528.00,186374496.00,302374491.99,459150067.92,210818951000000000.00,212558653000000000.00,51066611576,51066611576,4319.70,3936.45,10,4123000000,0.00,95826.00,2693261.00,33,N
98.52,75.00,52.22,55.62,77,73,4,73,5,0,2136,2136,FALSO,FALSO,94.81,38248052.00,696465220.00,37532747.52,729037672.49,531495949000000000.00,964745790000000000.00,2785860971,2792108090,390.48,265.98,4,1750860971,8925.00,378497.00,1073460.00,6,N
94.44,94.83,37.27,70.73,160,116,44,89,53,3,368,363,FALSO,VERO,72.50,3234080510.00,8526210600.00,2223092849.90,19786839181.50,391519030000000000000.00,419525680000000000000.00,375153170000,375153170000,33231.26,11869.70,3,119971000000,2730.00,179715.00,2573399.00,40,N
99.71,99.42,38.60,74.70,1547,1374,173,1039,208,2,918,631,VERO,VERO,88.82,16130889.00,128114832.00,29617717.89,338826878.73,114803617000000000.00,127344088000000000.00,22163868886,22163868886,1581.74,1609.37,102,3862186220,0.00,42497.00,1212629.00,23,N
91.52,0.00,36.76,0.00,35,34,1,34,1,0,25,23,FALSO,FALSO,97.14,22058824.00,15000000.00,20932582.51,0.00,0.00,49826998000000.00,15000000,750000000,0.00,28.75,8,0,165.00,165.00,165.00,2,N
98.28,98.71,80.45,79.60,18242,12875,5367,10639,5613,39,1497,1132,VERO,VERO,70.58,180329088.00,432586784.00,1110552527.69,1786070895.52,3190013090000000000.00,3253722910000000000.00,2321675462595,2321676000308,231924.72,203074.65,297,77960000000,0.00,7410.00,13058300.00,421,N
99.33,99.34,89.99,81.20,1016,763,253,435,377,25,311,270,FALSO,VERO,75.10,5721525200.00,17255039000.00,23364591961.51,44753810779.88,2002903200000000000000.00,2135926600000000000000.00,4365524406808,4365524406808,32738.16,25449.41,21,866555000000,0.00,33199.00,573437.00,20,N
97.68,98.71,97.01,96.85,19539,13177,6362,11229,5958,150,2489,2385,VERO,VERO,67.44,1199061760.00,2483440130.00,53875162358.14,83865833649.33,7032629000000000000000.00,7034220000000000000000.00,15799508998057,15799564511726,238351.97,156971.19,380,4800000000000,0.00,14277.00,34288395.00,700,N
98.90,99.22,87.49,86.92,26672,19592,7080,17042,7283,84,1657,1486,VERO,VERO,73.46,384665856.00,1064432700.00,4791697943.72,8320160223.45,69224080000000000000.00,69686924000000000000.00,7536122331837,7536132467137,555445.00,447862.14,446,847969000000,0.00,2477.00,1621060.00,629,N
99.22,98.33,67.68,77.12,1035,951,84,768,128,4,2266,1849,FALSO,VERO,91.88,235890000.00,2670608380.00,1655174341.28,5943530041.80,35325550000000000000.00,41253410000000000000.00,224331078682,224331078683,116703.34,68684.07,11,40000000000,0.00,554419.00,25012105.00,29,N
69.33,87.49,49.36,69.94,580,401,179,141,237,16,411,410,FALSO,VERO,69.14,1780585860.00,3988899840.00,2316698291.85,14000269496.39,196007300000000000000.00,200884420000000000000.00,714012000000,714012000000,89574.13,66435.04,15,177891000000,0.00,21228.00,150141.00,26,N
95.75,97.41,80.79,82.38,946,534,412,301,393,9,472,349,VERO,VERO,56.45,1114806780.00,1444918530.00,2612734180.29,3962775431.88,15703595000000000000.00,15812554000000000000.00,595304967685,595304967685,12143.53,8443.00,68,45792000000,0.00,40813.00,442008.00,30,N
98.82,99.27,91.08,90.31,33590,24733,8857,21804,8588,202,2602,2508,VERO,VERO,73.63,468438592.00,1308089730.00,10019892119.36,16977911642.46,288253740000000000000.00,288956020000000000000.00,11585656022241,11585675137541,713874.45,484442.36,527,1001490000000,0.00,2238.00,1744074.00,1044,N
95.70,92.86,54.10,42.73,78,64,14,64,13,0,99,97,FALSO,FALSO,82.05,36515628.00,156214288.00,50760465.63,129093646.82,16665168900000000.00,30992935000000000.00,2187000000,2337000000,322.08,352.09,3,443000000,0.00,32481.00,274428.00,13,N
98.06,98.56,77.44,76.37,17454,12327,5127,10177,5409,44,2401,1830,VERO,VERO,70.63,148309312.00,356577440.00,757551217.61,1246717113.61,1554316370000000000.00,1597699250000000000.00,1828155681212,1828161143212,160438.59,145850.90,276,89119000000,0.00,2870.00,2144107.00,329,N
99.39,99.19,82.77,81.37,18577,11248,7329,7349,9729,197,2191,2145,VERO,VERO,60.55,991979650.00,1522414210.00,5700318519.66,9984957436.31,99698885000000000000.00,99979680000000000000.00,11157826040009,11157842868264,847130.18,838622.66,101,1046358909817,0.00,19836.00,63765812.00,356,N
96.97,75.00,65.98,43.49,56,52,4,51,3,0,679,676,FALSO,FALSO,92.86,31523338.00,409803392.00,93735789.11,336599010.52,113298901000000000.00,256394704000000000.00,1639213567,1639213567,801.67,184.39,3,908020912,3115.00,8660443.00,17317772.00,5,N
95.51,77.78,45.64,63.99,51,45,6,25,7,0,813,811,FALSO,FALSO,88.24,52088576.00,390664352.00,46180473.38,626934949.16,393047404000000000.00,507680974000000000.00,2343986094,2343986094,3817.00,36.48,2,1888986094,14464.00,10432620.00,37439678.00,4,N
99.10,98.88,76.66,70.58,1275,1153,122,606,132,0,1428,1235,FALSO,VERO,90.43,195393120.00,1846602370.00,485785138.54,3464520722.09,12002908000000000000.00,14729398000000000000.00,225285563327,225287948083,56355.41,44410.00,13,21080009976,0.00,73817.00,699297.00,30,N
97.30,0.00,22.58,0.00,38,37,1,35,1,0,28,28,FALSO,FALSO,97.37,3647950.20,133118192.00,1876396.39,0.00,0.00,16762543300000000.00,133118192,134974158,0.00,9.88,7,131262226,33581.00,33581.00,33581.00,2,N
98.85,94.12,41.00,46.89,136,119,17,107,17,3,1365,1365,FALSO,VERO,87.50,69404240.00,485828512.00,65008803.18,412476124.63,170136557000000000.00,343545707000000000.00,8259084994,8259104994,23662.26,3137.62,2,1502651387,18123.00,2694710.00,10544747.00,16,N
98.51,95.50,75.84,54.44,125,92,33,87,39,4,453,452,FALSO,VERO,73.60,186179936.00,519047104.00,406889024.82,535634451.65,286904228000000000.00,397704832000000000.00,17128553843,17128553843,2378.57,2885.06,6,1853500000,0.00,808798.00,21977475.00,34,N
98.83,99.25,86.96,86.73,43855,33968,9887,30743,9406,291,2532,2473,VERO,VERO,77.46,367920352.00,1263970300.00,5397316743.02,11266444430.80,126932320000000000000.00,127736540000000000000.00,12496836901579,12497163850315,1043310.11,858159.90,1145,1257259000000,0.00,1609.00,602381.00,2359,N
97.94,96.57,83.22,79.65,91,60,31,56,36,4,134,70,FALSO,FALSO,65.93,566561410.00,1096570370.00,2054704836.03,2777997586.98,7717270900000000000.00,7998180200000000000.00,33993687849,33993687849,2588.93,2962.27,3,2185000000,0.00,57047.00,436882.00,14,N
97.80,97.06,51.27,49.78,98,64,34,42,39,0,96,55,FALSO,FALSO,65.31,114812480.00,216117632.00,117520992.14,232469947.15,54042268000000000.00,64305019000000000.00,7348000000,7348000000,731.68,639.22,5,1142000000,0.00,61452.00,426053.00,4,N
98.49,97.21,54.02,42.18,117,68,49,65,53,1,327,303,FALSO,VERO,58.12,496470208.00,688978820.00,857331462.09,961576612.86,924629490000000000.00,961689220000000000.00,33759968324,33759968324,4433.65,4560.43,4,1241000000,0.00,18865.00,557510.00,42,N
98.84,99.26,73.18,78.84,2004,1210,794,716,926,18,550,394,FALSO,VERO,60.38,570324860.00,869134720.00,1561382035.82,2931729353.19,8595051200000000000.00,8684343100000000000.00,690092254141,690092254141,43361.54,20139.13,40,66676000000,0.00,18605.00,592677.00,104,N
95.72,93.33,22.25,58.33,143,128,15,86,18,0,492,482,FALSO,VERO,89.51,147515616.00,1258799870.00,66771764.29,1891929737.35,3579398530000000000.00,4814351300000000000.00,18882000000,18882000000,2025.43,1901.86,5,7264000000,0.00,2134286.00,31636609.00,4,N
98.65,93.50,82.63,72.87,247,227,20,192,20,0,130,94,FALSO,VERO,91.90,240251728.00,2726856960.00,648228058.61,4479650054.20,20067266000000000000.00,26250466000000000000.00,54537135774,54537135774,1756.92,1348.66,12,13750000000,0.00,24142.00,117447.00,11,N
81.03,86.56,50.29,42.16,82,53,29,52,39,8,797,796,FALSO,FALSO,64.63,2895278.00,4985325.00,3819815.53,4693210.89,22026228100000.00,26394526500000.00,144574424,153449725,63.37,26.61,15,14000000,0.00,1332034.00,19854170.00,5,N
89.29,92.56,71.94,64.89,116,82,34,24,28,11,401,401,FALSO,VERO,70.69,3873250.20,9341076.00,7365785.24,14389577.39,207059937000000.00,236957037000000.00,317596539,317606560,18.49,22.80,32,124898380,0.00,2740013.00,32857339.00,21,N
97.25,98.22,75.00,74.61,1303,793,510,567,529,17,833,485,FALSO,VERO,60.86,238975056.00,371582848.00,644001680.24,865439519.39,748985330000000000.00,766570990000000000.00,189507345038,189507345038,22012.65,20504.78,30,3457000000,0.00,28222.00,4750235.00,91,N
